id,sentence,isIssue,isAlternative,isPro,isCon,isDecision,,
31,Looks good to me.,0,0,1,0,0,,
32,I'll check why the context classloader is required in clustering later on.,0,1,0,0,0,,
33,I think the case was that clustering was under shared libraries and resources loaded per-core couldn't figure where to load classes from.,1,0,0,0,0,,
34,I did some live test with the standalone techproducts example.,0,1,0,0,0,,
35,"I have seen no issues, so I think this should be fine to commit.",0,0,1,0,0,,
36,"I will add a CHANGES entry in both Lucene and Solr, because this affects both projects.",0,0,0,0,0,,
37,Unfortunately the latest test failures on master make it hard to differentiate between failures caused by my changes and ones already there.,1,0,0,0,0,,
38,"But all failures in tests that I see here, look like the ones Jenkins is drinking with his beers!",0,0,0,0,0,,
39,"This is not a good state, the test suite should pass for a clean checkout.",0,0,0,0,0,,
40,"Commit 5de15ff403fbf4afe68718151617e6104f7e3888 in lucene-solr's branch refs/heads/master from Uwe Schindler
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=5de15ff ]
LUCENE-7883: Lucene/Solr no longer uses the context class loader when resolving resources",0,0,0,0,0,,
41,I added changes and migrate entries and committed to master (7.0).,0,0,0,0,1,,
42,Here is a patch.,0,1,0,0,0,,
43,+1 good catch!,0,0,1,0,0,,
44,1,0,0,1,0,0,,
45,"Commit 3a0c2a691d4fea1670b3d071032fc54c716b5d1a in lucene-solr's branch refs/heads/branch_6_5 from Adrien Grand
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=3a0c2a6 ]
LUCENE-7755: Join queries should not reference IndexReaders.",0,0,0,0,0,,
46,"Commit bd2ec8e40e83e4712062c37ed121132054409918 in lucene-solr's branch refs/heads/branch_6x from Adrien Grand
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=bd2ec8e ]
LUCENE-7755: Join queries should not reference IndexReaders.",0,0,0,0,0,,
47,"Commit edafcbad14482f3cd2f072fdca0c89600e72885d in lucene-solr's branch refs/heads/master from Adrien Grand
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=edafcba ]
LUCENE-7755: Join queries should not reference IndexReaders.",0,0,0,0,0,,
48,Patch that ensures we won't add any new compiler warnings in several categories (that we're pretty good on already) in the future.,0,1,1,0,0,,
49,We can deal with fixing existing rawtypes or a few other classes of warning in the future.,1,0,0,0,0,,
50,David Smiley - you seemed interested in this conversation last time it came up.,0,0,0,0,0,,
51,Thanks for filing this issue!,0,0,0,0,0,,
52,Are all the changes in this patch necessary to get the build to pass?,1,0,0,0,0,,
53,So to clarify... no code (outside what the patch touches) needs adjustments?,1,0,0,0,0,,
54,"Yes, the build passes for me with only the two additional changes in WordDictionary and SimpleServer.",0,1,1,0,0,,
55,Warnings for -Xlint:-auxiliaryclass -Xlint:-deprecation -Xlint:-rawtypes -Xlint:-serial -Xlint:-unchecked are all disabled.,1,0,0,0,0,,
56,Each of those causes a lot of errors that I'd like to see eventually followed up on.,1,0,0,0,0,,
57,"The auxiliary class warnings are the easiest of those, but still enough work that I felt like it should be a separate task.",1,0,0,0,0,,
58,"I also have a sneaking suspicion that this only affects lucene and solr is somehow ignoring it, but couldn't find anything to confirm that.",1,0,0,0,0,,
59,"Yes on Solr your change is not enabled: https://github.com/apache/lucene-solr/blob/master/solr/common-build.xml#L30
We should also review Solr (maybe in a separate issue).",1,0,0,0,0,,
60,"I am not sure if the warning exclusions are really needed, because we no longer have the general -Xlint.",0,1,0,1,0,,
61,But it's good to have them listed!,0,0,1,0,0,,
62,"Yea, I like having them listed because it makes it easier to go back and look at them and decide which ones to add.",0,1,1,0,0,,
63,I don't have access to an IBM jdk to check if that produces different output or not.,0,0,0,0,0,,
64,Uwe Schindler - do you think this is fine to commit or we should tackle more work in this issue?,0,0,0,0,0,,
65,"Hi,
IBM JDK8+ should also use OpenJDK internally, so I dont't think hit has much different options.",0,1,0,0,0,,
66,"I can try later, I have one installed.",0,0,0,0,0,,
67,What do we do with Solr?,1,0,0,0,0,,
68,Keep it as it is (it overrides to do no Xlint warnings at all and don't fail on warning).,0,0,0,0,1,,
69,Otherwise I am fine with committing this.,0,0,1,0,0,,
70,But we should really work on removing unsafe and rawtypes warnings from functions module.,1,0,0,0,0,,
71,"Now those are completely undetected (no warning, no error).",1,0,0,0,0,,
72,Patch of 2 Jan 2017.,0,1,0,0,0,,
73,"This can be used as proximity subquery whenever SynonymQuery is used now, i.e.",0,1,0,0,0,,
74,for synonym terms.,0,1,0,0,0,,
75,"I think this improves span scoring somewhat, see the tests and the test output when uncommenting showQueryResults for the test cases with two terms.",0,0,1,0,0,,
76,"Implementation:
SynonymQuery exposes new methods getField() and SynonymWeight.getSimScorer() for use in SpanSynonymQuery.",0,1,0,0,0,,
77,"Improved use of o.a.l.index.Terms and TermsEnum in SynonymQuery, at most a single TermsEnum will be used.",0,0,1,0,0,,
78,Aside: how about renaming Terms to FieldTerms?,0,1,0,0,0,,
79,This takes DisjunctionSpans out of SpanOrQuery.,0,0,1,0,0,,
80,"This adds SynonymSpans as (an almost empty) subclass of DisjunctionSpans, for later further scoring improvement.",0,0,1,0,0,,
81,PHRASE_TO_SPAN_TERM_POSITIONS_COST is used from SpanTermQuery and made package private there.,0,1,1,0,0,,
82,"Some plans for using this:
In LUCENE-7580 to get real synonym scoring behaviour.",0,0,1,0,0,,
83,In Surround to score truncations.,0,0,1,0,0,,
84,"In the patch of 2 Jan 2017 the term contexts are extracted twice, once in SynonymWeight and once to create the SpanSynonymWeight.",1,0,0,0,0,,
85,I'll post a fix later.,0,0,0,0,0,,
86,Patch of 3 Jan 2017.,0,1,0,0,0,,
87,"Compared to yesterday, this adds getTermContexts() in SynonymWeight for use in SpanSynonymQuery.",0,1,1,0,0,,
88,"In SpanSynonymQuery.java here, this is not used:


import org.apache.lucene.search.similarities.Similarity;",1,0,0,0,0,,
89,"GitHub user PaulElschot opened a pull request:
 https://github.com/apache/lucene-solr/pull/165
 LUCENE-7615 of 8 March 2017.",0,0,0,0,0,,
90,Adds support for SpanSynonymQuery in xml queryparser.,0,0,0,0,0,,
91,"You can merge this pull request into a Git repository by running:
    $ git pull https://github.com/PaulElschot/lucene-solr lucene7615-20170308
Alternatively you can review and apply these changes as the patch at:
 https://github.com/apache/lucene-solr/pull/165.patch
To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:
    This closes #165

commit 676c13c0c70e3f344ad6fb430eb5868270be83aa
Author: Paul Elschot <paul.j.elschot@gmail.com>
Date:   2017-03-08T22:10:40Z
 LUCENE-7615 of 8 March 2017.",0,0,0,0,0,,
92,Adds support for SpanSynonymQuery in xml queryparser.,0,0,0,0,0,,
93,"GitHub user tballison opened a pull request:
 https://github.com/apache/lucene-solr/pull/75
 LUCENE-7434, first draft
 LUCENE-7434, first draft
You can merge this pull request into a Git repository by running:
    $ git pull https://github.com/tballison/lucene-solr master
Alternatively you can review and apply these changes as the patch at:
 https://github.com/apache/lucene-solr/pull/75.patch
To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:
    This closes #75

commit c37f1e0d66f1f28a5c83033d9496cc33c55f265e
Author: tballison <tallison@mitre.org>
Date:   2016-09-01T19:33:55Z
 LUCENE-7434, first draft",0,0,0,0,0,,
94,"But this allow to create Span Disjunction Query, which is considered as a black sheep in Lucene herd.",0,0,0,1,0,,
95,"I don't know why exactly, but have an idea.",0,0,0,0,0,,
96,"Sorry, I've been away from Lucene for too long.",0,0,0,0,0,,
97,Can you explain a bit more?,0,0,0,0,0,,
98,Thanks Tim Allison for creating this issue.,0,0,0,0,0,,
99,"In order to merge threads, I want to clarify that my original question was about limiting the search window as well as the number of matches.",1,0,0,0,0,,
100,"The slop  parameter sets the maximum distance allowed between each of the subspans and I was looking to add another parameter for the maximum window in which multiple the sub spans should appear together - between the beginning of the first, to the beginning/end of the last one.",0,1,0,0,0,,
101,"As it happens I am in slow progress making something for the case minNumberShouldMatch=2, all pairs.",0,1,0,0,0,,
102,"In case there is interest in an early version of that, please let me know.",0,0,0,0,0,,
103,For the maximum window there will be similar restrictions as for LUCENE-7398.,0,1,0,1,0,,
104,"This all pairs thing is useful here anyway, so here it is.",0,0,1,0,0,,
105,There is a nocommit for an unfinished corner.,0,0,0,0,0,,
106,It splits off DisjunctionSpans from SpanOr and uses that to determine the matching pairs.,0,1,0,0,0,,
107,Interesting.,0,0,1,0,0,,
108,Whoa on LUCENE-7398!,0,0,0,0,0,,
109,"What's the use case for minNumberShouldMatch=2, all pairs?",0,0,0,0,0,,
110,Apologies for my daftness...,0,0,0,0,0,,
111,"What's the use case for minNumberShouldMatch=2, all pairs?",0,0,0,0,0,,
112,"This might generalize to higher values of minNumberShouldMatch, and replacing the slop by a window is easy.",0,0,1,0,0,,
113,For higher values of minNumberShouldMatch it would probably be good to reuse the implementation from boolean queries.,0,1,1,0,0,,
114,"Ah, ok.",0,0,0,0,0,,
115,Thank you.,0,0,0,0,0,,
116,Is my proposed approach flawed for the minNumberShouldMatch component of Saar Carmi's request?,0,0,0,0,0,,
117,Is my proposed approach flawed for the minNumberShouldMatch component ... ?,0,0,0,0,0,,
118,"Looking at the code on github here https://github.com/apache/lucene-solr/pull/75/commits/c37f1e0d66f1f28a5c83033d9496cc33c55f265e
it uses NearSpansOrdered and NearSpansUnOrdered with all subSpans, as usual, see lines 277/278.",0,0,0,0,0,,
119,I think that is too strict when more than the required number of subSpans are actually present in the segment.,0,0,0,1,0,,
120,"The check for presence of subSpans should be at document level, and even then fewer than present might match for the given slop/window.",0,1,0,1,0,,
121,"The (untested) all pairs code above tries to do that, but only for pairs of subSpans.",0,0,1,0,0,,
122,"If I get it right, this is a minor difference.",0,0,1,0,0,,
123,For my case it should be fine.,0,0,1,0,0,,
124,Dupe of LUCENE-3369?,0,0,0,0,0,,
125,Y.,0,0,0,0,0,,
126,Thank you.,0,0,0,0,0,,
127,Thanks to Trejkaz for pointing out that LUCENE-7434 is a duplicate of LUCENE-3369.,0,0,0,0,0,,
128,Very cool.,0,0,1,0,0,,
129,I've been meaning to look into TermAutomatonQueries for a while.,1,0,0,0,0,,
130,"My two concerns: I'm not sure how this could play nicely with the other SpanQueries, and we'd want to integrate multiterm handling.",1,0,0,0,0,,
131,"I think so, if we blow up the seed sequence to a a a B B B c c c d d d.",1,0,0,0,0,,
132,attaching a proof for x a a a and a terrific pic for it,0,0,0,0,0,,
133,The most intriguing question about TermAutomatonQuery is its' efficiency.,1,0,0,0,0,,
134,Can it load term positions only for those docs which passed term level minShouldMatch condition?,1,0,0,0,0,,
135,"eg if someone can experiment, it would be great to search with this query on a huge index and then compare it to to the same query intersected with minShouldMatch disjunction with plain term queries.",0,0,1,0,0,,
136,Will the later speedups TAQ by faster dragging?,1,0,0,0,0,,
137,The most intriguing question about TermAutomatonQuery is its' efficiency.,1,0,0,0,0,,
138,I think there's plenty of work to be done here.,0,0,0,0,0,,
139,E.g.,0,0,0,0,0,,
140,LUCENE-6824 would at least rewrite TAQ to simpler queries when possible.,0,0,1,0,0,,
141,"Commit 0c1cab71920a540807555501f7198ca402e16740 in lucene-solr's branch refs/heads/branch_6x from Adrien Grand
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=0c1cab7 ]
LUCENE-7401: Make sure BKD trees index all dimensions.",0,0,0,0,0,,
142,"Commit ba47f530d1165d4518569422472bc9e4f1c04b26 in lucene-solr's branch refs/heads/master from Adrien Grand
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=ba47f53 ]
LUCENE-7401: Make sure BKD trees index all dimensions.",0,0,0,0,0,,
143,Thanks Mike for having a look.,0,0,0,0,0,,
144,I am looking into it.,0,0,0,0,0,,
145,It does not seem to be related to BS1 this time since the test still fails when I disable BS1.,0,0,0,0,0,,
146,This is a test bug.,0,0,0,0,0,,
147,"CheckHits assumes that if there is a single sub explanation, then its value is necessarily the same as the parent explanation.",1,0,0,0,0,,
148,This fails with dismax when there is a single sub that produces a negative score since in that case it uses 0 as a max score and multiplies the score with the tie breaker factor.,0,0,0,1,0,,
149,"+1
Thank you for digging Adrien Grand!",0,0,0,0,0,,
150,"Commit c5defadd70a9f91bc31012b7c31c39f16d883849 in lucene-solr's branch refs/heads/branch_6x from Adrien Grand
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=c5defad ]
LUCENE-7352: Fix CheckHits for DisjunctionMax queries that generate negative scores.",0,0,0,0,0,,
151,"Commit 1e4d51f4085664ef073ecac18dd572b0a9a02757 in lucene-solr's branch refs/heads/master from Adrien Grand
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=1e4d51f ]
LUCENE-7352: Fix CheckHits for DisjunctionMax queries that generate negative scores.",0,0,0,0,0,,
152,Bulk close resolved issues after 6.2.0 release.,0,0,0,0,1,,
153,"I have been experimenting with the attached patch, which compresses doc ids based on the number of required bytes to store them (it only specializes 8, 16, 24 and 32 bits per doc id) and also adds delta-compression for blocks whose values are all the same.",0,1,0,0,0,,
154,The IndexAndSearchOpenStreetMaps reported a slow down of 1.7\% for the box benchmark (72.3 QPS -> 71.1 QPS) but storage requirements decreased by 9.1\% (635MB -> 577MB).,0,0,1,1,0,,
155,The storage requirements improve even more with types that require fewer bytes (LatLonPoint requires 8 bytes per value).,0,0,1,0,0,,
156,For instance indexing 10M random half floats with the patch requires 28MB vs 43MB on master (-35\%).,0,0,1,0,0,,
157,Updated patch.,0,1,0,0,0,,
158,"It now specializes both reading doc ids into an array and feeding a visitor, which seems to help get the performance back to what it is on master, or at least less than 1\% slower (not easy to distinguish minor slowdowns to noise at this stage).",0,0,1,0,0,,
159,"It has 3 cases:

increasing doc ids, which is expected to happen for either sorted segments or when all docs in a block have the same value.",0,1,0,0,0,,
160,"In that case, we delta-encode using vints.",0,1,0,0,0,,
161,"doc ids requiring less than 24 bits, which are encoded on 3 bytes.",0,1,0,0,0,,
162,"doc ids requiring less than 32 bits, which are encoded on 4 bytes like on master today.",0,1,0,0,0,,
163,I think it's ready to go?,0,0,0,0,0,,
164,"I like this better than the last patch, I think the optimization is more general.",0,0,1,0,0,,
165,"I think in the base test class, tesMostEqual() is a mistake?",0,0,0,1,0,,
166,"Hmm I can remove both actually, they do not bring value now that the detection of whether doc ids are sorted is based on the doc ids themselves rather than the fact that there is a single value in a block.",0,1,0,1,0,,
167,"Commit 01de73bc0a1b315bbbe4df046b5c0661cec8de2e in lucene-solr's branch refs/heads/branch_6x from Adrien Grand
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=01de73b ]
LUCENE-7351: Doc id compression for points.",0,0,0,0,0,,
168,"Commit d66e9935c39ed859659de46d3d5cfb66f2279bd4 in lucene-solr's branch refs/heads/master from Adrien Grand
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=d66e993 ]
LUCENE-7351: Doc id compression for points.",0,0,0,0,0,,
169,Bulk close resolved issues after 6.2.0 release.,0,0,0,0,1,,
170,"Simple patch:

removes GeoPointTestUtil from TestGeoPointQuery
fixes a range corner case in GeoPointPrefixTermsEnum
adds an explicit test for the corner case",0,1,0,0,0,,
171,1,0,0,1,0,0,,
172,"Commit 1bbac6bbd896c110d08656f79fef3ce6d7828d6b in lucene-solr's branch refs/heads/branch_6_1 from Nicholas Knize
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=1bbac6b ]
LUCENE-7331: Remove GeoPointTestUtil from TestGeoPointQuery.",0,0,0,0,0,,
173,"Commit f767855da30e8d8b070b7566cb6eebb29af63334 in lucene-solr's branch refs/heads/master from Nicholas Knize
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=f767855 ]
LUCENE-7331: Remove GeoPointTestUtil from TestGeoPointQuery.",0,0,0,0,0,,
174,Nicholas Knize Did you forget to cherry-pick to branch_6x?,0,0,0,0,0,,
175,"Commit 7448abb3bca7b8204e56a52fc115f7a2d813884d in lucene-solr's branch refs/heads/branch_6x from Nicholas Knize
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=7448abb ]
LUCENE-7331: Remove GeoPointTestUtil from TestGeoPointQuery.",0,0,0,0,0,,
176,David Smiley Pinging you in case you want to have a chance to look into it before we release 6.1.,0,0,0,0,0,,
177,FYI the seed still reproduces for me on master.,0,0,0,0,0,,
178, I already caught that and will commit that unchanged.,0,NULL,0,0,0,0,0
179,"Commit b33d7176aa3624df2de1708b17919f20d034872f in lucene-solr's branch refs/heads/master from David Smiley
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=b33d717 ]
LUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes",0,0,0,0,0,,
180,"Commit 7520d79e040c16c5ab666f1ad28c8665fb0ceb40 in lucene-solr's branch refs/heads/branch_6x from David Smiley
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=7520d79 ]
LUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes
(cherry picked from commit b33d717)",0,0,0,0,0,,
181,"Commit 6372c0b4042ec2c8d94e50e5c2b9c1df469414e2 in lucene-solr's branch refs/heads/branch_6_1 from David Smiley
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=6372c0b ]
LUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes
(cherry picked from commit 7520d79)",0,0,0,0,0,,
182,"Reopening to backport to 6.0.2, 5.6 and 5.5.2",0,0,0,0,1,,
183,"Commit 5c546537d7b8130c05263832baff4946260f6a31 in lucene-solr's branch refs/heads/branch_5_5 from David Smiley
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=5c54653 ]
LUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes
(cherry picked from commit 7520d79)",0,0,0,0,0,,
184,"Commit 1d7ad90947699e103de39fded5b78f76a30e449b in lucene-solr's branch refs/heads/branch_5_5 from Steve Rowe
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=1d7ad90 ]
LUCENE-7291: Add 5.5.2 CHANGES entry",0,0,0,0,0,,
