@relation rationale
@attribute sentence string
@attribute isIssue {0,1}
@attribute isAlternative {0,1}
@attribute isPro {0,1}
@attribute isCon {0,1}
@attribute isDecision {0,1}
@data
'(#454) (LP: #1568113)\n\xa0-- Sergio Schvezov   Fri, 29 Apr 2016 14:59:47 -0300',0,0,0,0,0
'The verification of the Stable Release Update for snapcraft has completed successfully and the package has now been released to -updates.',0,0,0,0,1
'Subsequently, the Ubuntu Stable Release Updates Team is being unsubscribed and will not receive messages about this bug report.',0,0,0,0,0
'In the event that you encounter a regression using the package from -updates please report a new bug using ubuntu-bug and tag the bug report regression-update so we can easily find any regressions.',0,0,0,0,0
'This bug is missing log files that will aid in diagnosing the problem.',0,0,0,0,0
"From a terminal window please run:\napport-collect 1604058\nand then change the status of the bug to 'Confirmed'.",0,0,0,0,0
"If, due to the nature of the issue you have encountered, you are unable to run this command, please add a comment stating that fact and change the bug status to 'Confirmed'.",0,0,0,0,0
'This change has been made by an automated script, maintained by the Ubuntu Kernel Team.',0,0,0,0,0
'This may be due to the following commit:\n6ad3777 xhci: Cleanup only when releasing primary hcd\nI built a test kernel with this commit reverted.',1,0,0,0,0
'It can be downloaded from:\nhttp://kernel.ubuntu.com/~jsalisbury/lp1604058/\nCan you test this kernel and see if it resolves this bug?',0,1,0,0,0
'Note that you need to install both the linux-image and linux-image-extra .deb packages.',0,1,0,0,0
'confirming your kernel works,\nfwiw did you guys release it in between?',0,0,1,0,0
'Hello Joseph,\nyour kernel resolves this bug.',0,0,1,0,0
"I'v installed them in a ubuntu 16.04 guest running in a 5.1.0 virtualbox on a windows 7 host.",0,0,0,0,0
'The ubuntu guest, configured to use usb 3.0 xhci controller, now boots normally.',0,1,1,0,0
'The guest can access usb memory sticks normally.',0,0,1,0,0
'Kind regards,\nMartin',0,0,0,0,0
'This bug also affected me, and the jsalisbury kernel fixed the problem.',0,0,1,0,0
'This bug may be fixed by the following commit, which is already commited to Xenial master-next:\n47e41bd usb: xhci-plat: properly handle probe deferral for devm_clk_get()\nI built a Xenial master-next kernel which can be downloaded from:\nhttp://kernel.ubuntu.com/~jsalisbury/lp1604058/\nCan you test this kernel and see if it resolves this bug?',0,1,0,0,0
'Note that you need to install both the linux-image and linux-image-extra .deb packages.',0,1,0,0,0
"Joseph - the -32 kernel you built still suffers the problem\nfwiw - I cannot test more kernels, my time I can spend (as QA) on this bug is gone, please setup a vbox VM and test your builds (it's probably faster than updating this bug)\nxing the fingers (fwiw a link to code review/diff might spark more interest in me(I don't know how/where to lookup your changes), QA/QE is really something I am not good at, but then I can grok code ;) )\nL",0,0,0,1,0
"Yes, the 4.4.0-32.51~lp1604058masterNext kernel doesn't boot for me either.",1,0,0,0,0
'Hi,\nI tested your test kernels and everything is working: no boot hang and USB 3.0 hdds are working with the expected speed.',0,0,1,0,0
'@Matthias, thanks for the positive test result.',0,0,0,0,0
'The patch fixing this is now scheduled for inclusion in the next Ubuntu Xenial kernel (a note will be posted here at that time).',0,0,0,0,1
'The patch has also been submitted to mainline Linux: https://lkml.org/lkml/2016/8/1/353',0,0,0,0,1
"Somehow, since today I'm experiencing the following error messages while booting, still using your modified kernel:\n...\n[   28.957096] xhci_hcd 0000:00:0c.0: Command completion event does not match command\n...\n[   49.121191] xhci_hcd 0000:00:0c.0: Error while assigning device slot ID\n[   49.121201] xhci_hcd 0000:00:0c.0: Max number of devices this xHCI host supports is 32.",0,0,0,1,0
"[   49.121205] usb usb1-port1: couldn't allocate usb_device\n...",0,0,0,0,0
"I don't have any clue where it comes from so suddenly.",0,0,0,0,0
'This bug is awaiting verification that the kernel in -proposed solves the problem.',0,1,0,0,0
'Please test the kernel and update this bug with the results.',0,0,0,0,0
"If the problem is solved, change the tag 'verification-needed-xenial' to 'verification-done-xenial'.",0,0,0,0,0
'If verification is not done by 5 working days from today, this fix will be dropped from the source code, and this bug will be closed.',0,0,0,0,0
'See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed.',0,0,0,0,0
'Thank you!',0,0,0,0,0
'Great, the kernel from -proposed is working as expected.',0,0,1,0,0
'All good.',0,0,1,0,0
'This change was made by a bot.',0,0,0,0,0
'This appears to reliably happen with the bigheap test on ARM64.',1,0,0,0,0
"I've tried two systems and both lock up shortly after the bigheap test begins.",1,0,0,0,0
'This may need some input from @cking as stress-ng is his test.',0,0,0,0,0
"So running the upstream 4.7.0 kernel and had 0 failures out of 31 runs so it's pretty safe to assume that this isn't an affect upstream.",0,0,0,0,0
'I built a v4.4.16 kernel, which can be downloaded from:\nhttp://kernel.ubuntu.com/~jsalisbury/lp1610320/v4.4.16/\nCan you give that kernel a try?',0,1,0,0,0
'I just ran this on 4.4.0-34-generic from the dev ppa on an arm64 system and it passed.',0,1,1,0,0
'I am re-running this now to see if it reliably passes.',0,0,0,0,0
'ubuntu@ubuntu:~$ sudo apt-cache policy canonical-certification-server\ncanonical-certification-server:\n\xa0\xa0Installed: 0.28+201607151353~ubuntu16.04.1\n\xa0\xa0Candidate: 0.28+201607151353~ubuntu16.04.1\n\xa0\xa0Version table:\n\xa0*** 0.28+201607151353~ubuntu16.04.1 500\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0500 http://ppa.launchpad.net/checkbox-dev/ppa/ubuntu xenial/main arm64 Packages\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0100 /var/lib/dpkg/status\nubuntu@ubuntu:~$ uname -a\nLinux ubuntu 4.4.0-34-generic #53-Ubuntu SMP Wed Jul 27 16:07:06 UTC 2016 aarch64 aarch64 aarch64 GNU/Linux',0,0,0,0,0
'Any chance you can back to -31 (16.04.1 stock) and see if it fails\nthere?',0,0,0,0,0
"That's where I was failing on my systems, I'll see if I can\ngrab -34 and give that a try too)\nOn Fri, Aug 12, 2016 at 10:59 AM, Michael Reed\n wrote:\n\n> I just ran this on 4.4.0-34-generic from the dev ppa on an arm64 system\n> and it passed.",1,0,0,0,0
'I am re-running this now to see if it reliably passes.',0,0,0,0,0
'>\n>\n> ubuntu@ubuntu:~$ sudo apt-cache policy canonical-certification-server\n> canonical-certification-server:\n>   Installed: 0.28+201607151353~ubuntu16.04.1\n>   Candidate: 0.28+201607151353~ubuntu16.04.1\n>   Version table:\n>  *** 0.28+201607151353~ubuntu16.04.1 500\n>         500 http://ppa.launchpad.net/checkbox-dev/ppa/ubuntu xenial/main arm64 Packages\n>         100 /var/lib/dpkg/status\n> ubuntu@ubuntu:~$ uname -a\n> Linux ubuntu 4.4.0-34-generic #53-Ubuntu SMP Wed Jul 27 16:07:06 UTC 2016 aarch64 aarch64 aarch64 GNU/Linux\n>\n> --\n> You received this bug notification because you are subscribed to the bug\n> report.',0,0,0,0,0
'> https://bugs.launchpad.net/bugs/1610320\n>\n> Title:\n>   stress-ng memory testing causes Arm64 system to hang\n>\n> Status in linux package in Ubuntu:\n>   Confirmed\n>\n> Bug description:\n>   Running the certification memory test using stress-ng on an ARM64\n>   system with 64GB roughly of RAM (MAAS shows 63GB).',1,0,0,0,0
'>\n>   The test runs several stress-ng memory related tests.',0,0,0,0,0
'It appears that\n>   the system locks up when the bigheap test runs, every time so far (two\n>   of two runs have failed).',1,0,0,0,0
">\n>   I'm doing a third now to confirm that bigheap is where the lockup\n>   occurs.",1,0,0,0,0
">\n>   I've also run this exact same test on similar and smaller memory\n>   amounts on s390x and amd64 without problem.",0,0,0,0,0
'>\n>   This is also being done to provide data for a similar bug discovered\n>   on Power (ppc64le).',1,0,0,0,0
'>\n>   To test this on an arm64 system:\n>\n>   Install Xenial\n>   $ add-apt-repository ppa:hardware-certification/public\n>   $ apt update\n>   $ apt install canonical-certification-server\n>   $ /usr/lib/plainbox-provider-checkbox/bin/memory_stress_ng\n>\n>   the memory_stress_ng script is a wrapper for stress_ng that only calls\n>   certain memory tests.',0,0,0,0,0
"See script for an idea of how it's executing\n>   the tests.",0,0,0,0,0
">\n>   This could be the same issue that we're seeing on power, or it could\n>   be a different issue for ARM that looks similar.",1,0,0,0,0
"Here's the original\n>   Power bug:\n>\n>   https://bugs.launchpad.net/ubuntu/+source/linux/+bug/1573062\n>\n>   ProblemType: Bug\n>   DistroRelease: Ubuntu 16.04\n>   Package: linux-image-4.4.0-31-generic 4.4.0-31.50\n>   ProcVersionSignature: User Name 4.4.0-31.50-generic 4.4.13\n>   Uname: Linux 4.4.0-31-generic aarch64\n>   AlsaDevices:\n>    total 0\n>    crw-rw---- 1 root audio 116,  1 Aug  5 09:27 seq\n>    crw-rw---- 1 root audio 116, 33 Aug  5 09:27 timer\n>   AplayDevices: Error: [Errno 2] No such file or directory: 'aplay'\n>   ApportVersion: 2.20.1-0ubuntu2.1\n>   Architecture: arm64\n>   ArecordDevices: Error: [Errno 2] No such file or directory: 'arecord'\n>   AudioDevicesInUse: Error: command ['fuser', '-v', '/dev/snd/seq', '/dev/snd/timer'] failed with exit code 1:\n>   CRDA: N/A\n>   Date: Fri Aug  5 16:15:51 2016\n>   IwConfig: Error: ...",1,0,0,0,0
'Do we know what change fixed the issue?',0,0,0,0,0
'commit id?',0,0,0,0,0
'Not yet...',0,0,0,0,0
"I've tried 4.7.0-040700 on a 64GB arm64 system with no\nfailures.",0,0,0,0,0
"I've also tried 4.4.0-33.52 on a 32GB ARM64 system with no\nfailures.",0,0,0,0,0
'Currently trying 4.4.0-21.37 on the 32GB system and 4.4.0-34.53 on the\n64GB system.',0,0,0,0,0
"I initially saw this on  4.4.0-31.50 on both systems, so\nI had expected 21.37 to fail immediately, but it's survived two passes\nso far.",1,0,0,0,0
':/\nOn Thu, Aug 18, 2016 at 7:46 PM, Balbir Singh  wrote:\n\n> Do we know what change fixed the issue?',1,0,0,0,0
'commit id?',0,0,0,0,0
'>\n> --\n> You received this bug notification because you are subscribed to the bug\n> report.',0,0,0,0,0
'> https://bugs.launchpad.net/bugs/1610320\n>\n> Title:\n>   stress-ng memory testing causes Arm64 system to hang\n>\n> Status in linux package in Ubuntu:\n>   Confirmed\n>\n> Bug description:\n>   Running the certification memory test using stress-ng on an ARM64\n>   system with 64GB roughly of RAM (MAAS shows 63GB).',1,0,0,0,0
'>\n>   The test runs several stress-ng memory related tests.',0,0,0,0,0
'It appears that\n>   the system locks up when the bigheap test runs, every time so far (two\n>   of two runs have failed).',1,0,0,0,0
">\n>   I'm doing a third now to confirm that bigheap is where the lockup\n>   occurs.",1,0,0,0,0
">\n>   I've also run this exact same test on similar and smaller memory\n>   amounts on s390x and amd64 without problem.",0,0,0,0,0
'>\n>   This is also being done to provide data for a similar bug discovered\n>   on Power (ppc64le).',1,0,0,0,0
'>\n>   To test this on an arm64 system:\n>\n>   Install Xenial\n>   $ add-apt-repository ppa:hardware-certification/public\n>   $ apt update\n>   $ apt install canonical-certification-server\n>   $ /usr/lib/plainbox-provider-checkbox/bin/memory_stress_ng\n>\n>   the memory_stress_ng script is a wrapper for stress_ng that only calls\n>   certain memory tests.',0,0,0,0,0
"See script for an idea of how it's executing\n>   the tests.",0,0,0,0,0
">\n>   This could be the same issue that we're seeing on power, or it could\n>   be a different issue for ARM that looks similar.",1,0,0,0,0
"Here's the original\n>   Power bug:\n>\n>   https://bugs.launchpad.net/ubuntu/+source/linux/+bug/1573062\n>\n>   ProblemType: Bug\n>   DistroRelease: Ubuntu 16.04\n>   Package: linux-image-4.4.0-31-generic 4.4.0-31.50\n>   ProcVersionSignature: User Name 4.4.0-31.50-generic 4.4.13\n>   Uname: Linux 4.4.0-31-generic aarch64\n>   AlsaDevices:\n>    total 0\n>    crw-rw---- 1 root audio 116,  1 Aug  5 09:27 seq\n>    crw-rw---- 1 root audio 116, 33 Aug  5 09:27 timer\n>   AplayDevices: Error: [Errno 2] No such file or directory: 'aplay'\n>   ApportVersion: 2.20.1-0ubuntu2.1\n>   Architecture: arm64\n>   ArecordDevices: Error: [Errno 2] No such file or directory: 'arecord'\n>   AudioDevicesInUse: Error: command ['fuser', '-v', '/dev/snd/seq', '/dev/snd/timer'] failed with exit code 1:\n>   CRDA: N/A\n>   Date: Fri Aug  5 16:15:51 2016\n>   IwConfig: Error: [Errno 2] No such file or directory: 'iwconfig'\n>   Lsusb: Error: command ['lsusb'] failed with exit code 1:\n>   PciMultimedia:\n>\n>   ProcEnviron:\n>    TERM=xterm\n>    PATH=(custom, no user)\n>    XDG_RUNTIME_DIR=\n>    LANG=en_US.UTF-8\n>    SHELL=/bin/bash\n>   ProcFB:\n>\n>   ProcKernelCmdLine: console=ttyS0,9600n8r ro\n>   RelatedPackageVersions:\n>    linux-restricted-modules-4.4.0-31-generic N/A\n>    linux-backports-modul...",1,0,0,0,0
'I see too',0,0,0,0,0
'Xmir creates, modifies and draws a window:\n[2016-09-26 10:30:15.715480] miral::Window Management: place_new_surface app_info={application=XMIR, windows={}}, requested_specification={name=Mozilla Firefox, type=normal, top_left=(656, 27), size=(1248, 1360), output_id=0, state=restored, top_left=(656, 27)} -> {name=Mozilla Firefox, type=normal, top_left=(656, 37), size=(1248, 1360), output_id=0, state=restored, top_left=(656, 37)}\n[2016-09-26 10:30:15.715579] miral::Window Management: advise_new_window window_info={name=Mozilla Firefox, type=normal, state=restored, restore_rect=((656, 37), (1248, 1360)), children={}, min_width=0, min_height=0, max_width=2147483647, max_height=2147483647, width_inc=1, height_inc=1, min_aspect={0, 4294967295}, max_aspect={4294967295, 0}, preferred_orientation=15, confine_pointer=0, output_id=0}\n[2016-09-26 10:30:15.715682] miral::Window Management: info_for -> Mozilla Firefox\n[2016-09-26 10:30:15.715711] miral::Window Management: place_new_surface app_info={application=decorations, windows={0x7fa0d4009ed0}}, requested_specification={name=0x7fa0d4009870, type=gloss, top_left=(923, 338), size=(1248, 10), output_id=0, state=restored, top_left=(923, 338)} -> {name=0x7fa0d4009870, type=gloss, top_left=(656, 27), size=(1248, 10), output_id=0, state=restored, parent=Mozilla Firefox, top_left=(656, 27)}\n[2016-09-26 10:30:15.715765] miral::Window Management: advise_new_window window_info={name=0x7fa0d4009870, type=gloss, state=restored, restore_rect=((656, 27), (1248, 10)), parent=Mozilla Firefox, children={}, min_width=0, min_height=0, max_width=2147483647, max_height=2147483647, width_inc=1, height_inc=1, min_aspect={0, 4294967295}, max_aspect={4294967295, 0}, preferred_orientation=15, confine_pointer=0, output_id=0}\n[2016-09-26 10:30:15.715778] miral::Window Management: raise_tree root=Mozilla Firefox\n[2016-09-26 10:30:15.715790] miral::Window Management: advise_raise window_info={Mozilla Firefox, 0x7fa0d4009870}\n[2016-09-26 10:30:15.715802] miral::Window Management: ====\n[2016-09-26 10:30:15.738600] miral::Window Management: handle_modify_window window_info={name=Mozilla Firefox, type=normal, state=restored, restore_rect=((656, 37), (1248, 1360)), children={0x7fa0d4009870}, min_width=0, min_height=0, max_width=2147483647, max_height=2147483647, width_inc=1, height_inc=1, min_aspect={0, 4294967295}, max_aspect={4294967295, 0}, preferred_orientation=15, confine_pointer=0, output_id=0}, modifications={name=Mozilla Firefox}\n[2016-09-26 10:30:15.738654] miral::Window Management: modify_window window_info={name=Mozilla Firefox, type=normal, state=restored, restore_rect=((656, 37), (1248, 1360)), children={0x7fa0d4009870}, min_width=0, min_height=0, max_width=2147483647, max_height=2147483647, width_inc=1, height_inc=1, min_aspect={0, 4294967295}, max_aspect={4294967295, 0}, preferred_orientation=15, confine_pointer=0, output_id=0}, modifications={name=Mozilla Firefox}\n[2016-09-26 10:30:15.738677] miral::Window Management: ====\n[2016-09-26 10:30:15.739896] miral::Window Management: handle_window_ready window_info={name=Mozilla Firefox, type=normal, state=restored, restore_rect=((656, 37), (1248, 1360)), children={0x7fa0d4009...',0,0,0,0,0
