@relation rationale
@attribute sentence string
@attribute classification string
@data
'The patch fixing this is now scheduled for inclusion in the next Ubuntu Xenial kernel (a note will be posted here at that time).','relevant'
'The patch has also been submitted to mainline Linux: https://lkml.org/lkml/2016/8/1/353','relevant'
"Somehow, since today I'm experiencing the following error messages while booting, still using your modified kernel:\n...\n[   28.957096] xhci_hcd 0000:00:0c.0: Command completion event does not match command\n...\n[   49.121191] xhci_hcd 0000:00:0c.0: Error while assigning device slot ID\n[   49.121201] xhci_hcd 0000:00:0c.0: Max number of devices this xHCI host supports is 32.",'relevant'
"[   49.121205] usb usb1-port1: couldn't allocate usb_device\n...",'irrelevant'
"I don't have any clue where it comes from so suddenly.",'irrelevant'
'This bug is awaiting verification that the kernel in -proposed solves the problem.','relevant'
'Please test the kernel and update this bug with the results.','irrelevant'
"If the problem is solved, change the tag 'verification-needed-xenial' to 'verification-done-xenial'.",'irrelevant'
'If verification is not done by 5 working days from today, this fix will be dropped from the source code, and this bug will be closed.','irrelevant'
'See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed.','irrelevant'
'Thank you!','irrelevant'
'Great, the kernel from -proposed is working as expected.','relevant'
'All good.','relevant'
'This change was made by a bot.','irrelevant'
'This appears to reliably happen with the bigheap test on ARM64.','relevant'
"I've tried two systems and both lock up shortly after the bigheap test begins.",'relevant'
'This may need some input from @cking as stress-ng is his test.','irrelevant'
"So running the upstream 4.7.0 kernel and had 0 failures out of 31 runs so it's pretty safe to assume that this isn't an affect upstream.",'irrelevant'
'I built a v4.4.16 kernel, which can be downloaded from:\nhttp://kernel.ubuntu.com/~jsalisbury/lp1610320/v4.4.16/\nCan you give that kernel a try?','relevant'
'I just ran this on 4.4.0-34-generic from the dev ppa on an arm64 system and it passed.','relevant'
'I am re-running this now to see if it reliably passes.','irrelevant'
'ubuntu@ubuntu:~$ sudo apt-cache policy canonical-certification-server\ncanonical-certification-server:\n\xa0\xa0Installed: 0.28+201607151353~ubuntu16.04.1\n\xa0\xa0Candidate: 0.28+201607151353~ubuntu16.04.1\n\xa0\xa0Version table:\n\xa0*** 0.28+201607151353~ubuntu16.04.1 500\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0500 http://ppa.launchpad.net/checkbox-dev/ppa/ubuntu xenial/main arm64 Packages\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0100 /var/lib/dpkg/status\nubuntu@ubuntu:~$ uname -a\nLinux ubuntu 4.4.0-34-generic #53-Ubuntu SMP Wed Jul 27 16:07:06 UTC 2016 aarch64 aarch64 aarch64 GNU/Linux','irrelevant'
'Any chance you can back to -31 (16.04.1 stock) and see if it fails\nthere?','irrelevant'
"That's where I was failing on my systems, I'll see if I can\ngrab -34 and give that a try too)\nOn Fri, Aug 12, 2016 at 10:59 AM, Michael Reed\n wrote:\n\n> I just ran this on 4.4.0-34-generic from the dev ppa on an arm64 system\n> and it passed.",'relevant'
'I am re-running this now to see if it reliably passes.','irrelevant'
'>\n>\n> ubuntu@ubuntu:~$ sudo apt-cache policy canonical-certification-server\n> canonical-certification-server:\n>   Installed: 0.28+201607151353~ubuntu16.04.1\n>   Candidate: 0.28+201607151353~ubuntu16.04.1\n>   Version table:\n>  *** 0.28+201607151353~ubuntu16.04.1 500\n>         500 http://ppa.launchpad.net/checkbox-dev/ppa/ubuntu xenial/main arm64 Packages\n>         100 /var/lib/dpkg/status\n> ubuntu@ubuntu:~$ uname -a\n> Linux ubuntu 4.4.0-34-generic #53-Ubuntu SMP Wed Jul 27 16:07:06 UTC 2016 aarch64 aarch64 aarch64 GNU/Linux\n>\n> --\n> You received this bug notification because you are subscribed to the bug\n> report.','irrelevant'
'> https://bugs.launchpad.net/bugs/1610320\n>\n> Title:\n>   stress-ng memory testing causes Arm64 system to hang\n>\n> Status in linux package in Ubuntu:\n>   Confirmed\n>\n> Bug description:\n>   Running the certification memory test using stress-ng on an ARM64\n>   system with 64GB roughly of RAM (MAAS shows 63GB).','relevant'
'>\n>   The test runs several stress-ng memory related tests.','irrelevant'
'It appears that\n>   the system locks up when the bigheap test runs, every time so far (two\n>   of two runs have failed).','relevant'
">\n>   I'm doing a third now to confirm that bigheap is where the lockup\n>   occurs.",'relevant'
">\n>   I've also run this exact same test on similar and smaller memory\n>   amounts on s390x and amd64 without problem.",'irrelevant'
'>\n>   This is also being done to provide data for a similar bug discovered\n>   on Power (ppc64le).','relevant'
'>\n>   To test this on an arm64 system:\n>\n>   Install Xenial\n>   $ add-apt-repository ppa:hardware-certification/public\n>   $ apt update\n>   $ apt install canonical-certification-server\n>   $ /usr/lib/plainbox-provider-checkbox/bin/memory_stress_ng\n>\n>   the memory_stress_ng script is a wrapper for stress_ng that only calls\n>   certain memory tests.','irrelevant'
"See script for an idea of how it's executing\n>   the tests.",'irrelevant'
">\n>   This could be the same issue that we're seeing on power, or it could\n>   be a different issue for ARM that looks similar.",'relevant'
"Here's the original\n>   Power bug:\n>\n>   https://bugs.launchpad.net/ubuntu/+source/linux/+bug/1573062\n>\n>   ProblemType: Bug\n>   DistroRelease: Ubuntu 16.04\n>   Package: linux-image-4.4.0-31-generic 4.4.0-31.50\n>   ProcVersionSignature: User Name 4.4.0-31.50-generic 4.4.13\n>   Uname: Linux 4.4.0-31-generic aarch64\n>   AlsaDevices:\n>    total 0\n>    crw-rw---- 1 root audio 116,  1 Aug  5 09:27 seq\n>    crw-rw---- 1 root audio 116, 33 Aug  5 09:27 timer\n>   AplayDevices: Error: [Errno 2] No such file or directory: 'aplay'\n>   ApportVersion: 2.20.1-0ubuntu2.1\n>   Architecture: arm64\n>   ArecordDevices: Error: [Errno 2] No such file or directory: 'arecord'\n>   AudioDevicesInUse: Error: command ['fuser', '-v', '/dev/snd/seq', '/dev/snd/timer'] failed with exit code 1:\n>   CRDA: N/A\n>   Date: Fri Aug  5 16:15:51 2016\n>   IwConfig: Error: ...",'relevant'
'Do we know what change fixed the issue?','irrelevant'
'commit id?','irrelevant'
'Not yet...','irrelevant'
"I've tried 4.7.0-040700 on a 64GB arm64 system with no\nfailures.",'irrelevant'
"I've also tried 4.4.0-33.52 on a 32GB ARM64 system with no\nfailures.",'irrelevant'
'Currently trying 4.4.0-21.37 on the 32GB system and 4.4.0-34.53 on the\n64GB system.','irrelevant'
"I initially saw this on  4.4.0-31.50 on both systems, so\nI had expected 21.37 to fail immediately, but it's survived two passes\nso far.",'relevant'
':/\nOn Thu, Aug 18, 2016 at 7:46 PM, Balbir Singh  wrote:\n\n> Do we know what change fixed the issue?','relevant'
'commit id?','irrelevant'
'>\n> --\n> You received this bug notification because you are subscribed to the bug\n> report.','irrelevant'
'> https://bugs.launchpad.net/bugs/1610320\n>\n> Title:\n>   stress-ng memory testing causes Arm64 system to hang\n>\n> Status in linux package in Ubuntu:\n>   Confirmed\n>\n> Bug description:\n>   Running the certification memory test using stress-ng on an ARM64\n>   system with 64GB roughly of RAM (MAAS shows 63GB).','relevant'
'>\n>   The test runs several stress-ng memory related tests.','irrelevant'
'It appears that\n>   the system locks up when the bigheap test runs, every time so far (two\n>   of two runs have failed).','relevant'
">\n>   I'm doing a third now to confirm that bigheap is where the lockup\n>   occurs.",'relevant'
">\n>   I've also run this exact same test on similar and smaller memory\n>   amounts on s390x and amd64 without problem.",'irrelevant'
'>\n>   This is also being done to provide data for a similar bug discovered\n>   on Power (ppc64le).','relevant'
'>\n>   To test this on an arm64 system:\n>\n>   Install Xenial\n>   $ add-apt-repository ppa:hardware-certification/public\n>   $ apt update\n>   $ apt install canonical-certification-server\n>   $ /usr/lib/plainbox-provider-checkbox/bin/memory_stress_ng\n>\n>   the memory_stress_ng script is a wrapper for stress_ng that only calls\n>   certain memory tests.','irrelevant'
"See script for an idea of how it's executing\n>   the tests.",'irrelevant'
">\n>   This could be the same issue that we're seeing on power, or it could\n>   be a different issue for ARM that looks similar.",'relevant'
"Here's the original\n>   Power bug:\n>\n>   https://bugs.launchpad.net/ubuntu/+source/linux/+bug/1573062\n>\n>   ProblemType: Bug\n>   DistroRelease: Ubuntu 16.04\n>   Package: linux-image-4.4.0-31-generic 4.4.0-31.50\n>   ProcVersionSignature: User Name 4.4.0-31.50-generic 4.4.13\n>   Uname: Linux 4.4.0-31-generic aarch64\n>   AlsaDevices:\n>    total 0\n>    crw-rw---- 1 root audio 116,  1 Aug  5 09:27 seq\n>    crw-rw---- 1 root audio 116, 33 Aug  5 09:27 timer\n>   AplayDevices: Error: [Errno 2] No such file or directory: 'aplay'\n>   ApportVersion: 2.20.1-0ubuntu2.1\n>   Architecture: arm64\n>   ArecordDevices: Error: [Errno 2] No such file or directory: 'arecord'\n>   AudioDevicesInUse: Error: command ['fuser', '-v', '/dev/snd/seq', '/dev/snd/timer'] failed with exit code 1:\n>   CRDA: N/A\n>   Date: Fri Aug  5 16:15:51 2016\n>   IwConfig: Error: [Errno 2] No such file or directory: 'iwconfig'\n>   Lsusb: Error: command ['lsusb'] failed with exit code 1:\n>   PciMultimedia:\n>\n>   ProcEnviron:\n>    TERM=xterm\n>    PATH=(custom, no user)\n>    XDG_RUNTIME_DIR=\n>    LANG=en_US.UTF-8\n>    SHELL=/bin/bash\n>   ProcFB:\n>\n>   ProcKernelCmdLine: console=ttyS0,9600n8r ro\n>   RelatedPackageVersions:\n>    linux-restricted-modules-4.4.0-31-generic N/A\n>    linux-backports-modul...",'relevant'
'I see too','irrelevant'
'Xmir creates, modifies and draws a window:\n[2016-09-26 10:30:15.715480] miral::Window Management: place_new_surface app_info={application=XMIR, windows={}}, requested_specification={name=Mozilla Firefox, type=normal, top_left=(656, 27), size=(1248, 1360), output_id=0, state=restored, top_left=(656, 27)} -> {name=Mozilla Firefox, type=normal, top_left=(656, 37), size=(1248, 1360), output_id=0, state=restored, top_left=(656, 37)}\n[2016-09-26 10:30:15.715579] miral::Window Management: advise_new_window window_info={name=Mozilla Firefox, type=normal, state=restored, restore_rect=((656, 37), (1248, 1360)), children={}, min_width=0, min_height=0, max_width=2147483647, max_height=2147483647, width_inc=1, height_inc=1, min_aspect={0, 4294967295}, max_aspect={4294967295, 0}, preferred_orientation=15, confine_pointer=0, output_id=0}\n[2016-09-26 10:30:15.715682] miral::Window Management: info_for -> Mozilla Firefox\n[2016-09-26 10:30:15.715711] miral::Window Management: place_new_surface app_info={application=decorations, windows={0x7fa0d4009ed0}}, requested_specification={name=0x7fa0d4009870, type=gloss, top_left=(923, 338), size=(1248, 10), output_id=0, state=restored, top_left=(923, 338)} -> {name=0x7fa0d4009870, type=gloss, top_left=(656, 27), size=(1248, 10), output_id=0, state=restored, parent=Mozilla Firefox, top_left=(656, 27)}\n[2016-09-26 10:30:15.715765] miral::Window Management: advise_new_window window_info={name=0x7fa0d4009870, type=gloss, state=restored, restore_rect=((656, 27), (1248, 10)), parent=Mozilla Firefox, children={}, min_width=0, min_height=0, max_width=2147483647, max_height=2147483647, width_inc=1, height_inc=1, min_aspect={0, 4294967295}, max_aspect={4294967295, 0}, preferred_orientation=15, confine_pointer=0, output_id=0}\n[2016-09-26 10:30:15.715778] miral::Window Management: raise_tree root=Mozilla Firefox\n[2016-09-26 10:30:15.715790] miral::Window Management: advise_raise window_info={Mozilla Firefox, 0x7fa0d4009870}\n[2016-09-26 10:30:15.715802] miral::Window Management: ====\n[2016-09-26 10:30:15.738600] miral::Window Management: handle_modify_window window_info={name=Mozilla Firefox, type=normal, state=restored, restore_rect=((656, 37), (1248, 1360)), children={0x7fa0d4009870}, min_width=0, min_height=0, max_width=2147483647, max_height=2147483647, width_inc=1, height_inc=1, min_aspect={0, 4294967295}, max_aspect={4294967295, 0}, preferred_orientation=15, confine_pointer=0, output_id=0}, modifications={name=Mozilla Firefox}\n[2016-09-26 10:30:15.738654] miral::Window Management: modify_window window_info={name=Mozilla Firefox, type=normal, state=restored, restore_rect=((656, 37), (1248, 1360)), children={0x7fa0d4009870}, min_width=0, min_height=0, max_width=2147483647, max_height=2147483647, width_inc=1, height_inc=1, min_aspect={0, 4294967295}, max_aspect={4294967295, 0}, preferred_orientation=15, confine_pointer=0, output_id=0}, modifications={name=Mozilla Firefox}\n[2016-09-26 10:30:15.738677] miral::Window Management: ====\n[2016-09-26 10:30:15.739896] miral::Window Management: handle_window_ready window_info={name=Mozilla Firefox, type=normal, state=restored, restore_rect=((656, 37), (1248, 1360)), children={0x7fa0d4009...','irrelevant'
