@relation rationale
@attribute sentence string
@attribute classification string
@data
'I did some live test with the standalone techproducts example.','relevant'
'I have seen no issues, so I think this should be fine to commit.','relevant'
'I will add a CHANGES entry in both Lucene and Solr, because this affects both projects.','irrelevant'
'Unfortunately the latest test failures on master make it hard to differentiate between failures caused by my changes and ones already there.','relevant'
'But all failures in tests that I see here, look like the ones Jenkins is drinking with his beers!','irrelevant'
'This is not a good state, the test suite should pass for a clean checkout.','irrelevant'
"Commit 5de15ff403fbf4afe68718151617e6104f7e3888 in lucene-solr's branch refs/heads/master from Uwe Schindler\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=5de15ff ]\nLUCENE-7883: Lucene/Solr no longer uses the context class loader when resolving resources",'irrelevant'
'I added changes and migrate entries and committed to master (7.0).','relevant'
'Here is a patch.','relevant'
'+1 good catch!','relevant'
'+1','relevant'
"Commit 3a0c2a691d4fea1670b3d071032fc54c716b5d1a in lucene-solr's branch refs/heads/branch_6_5 from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=3a0c2a6 ]\nLUCENE-7755: Join queries should not reference IndexReaders.",'irrelevant'
"Commit bd2ec8e40e83e4712062c37ed121132054409918 in lucene-solr's branch refs/heads/branch_6x from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=bd2ec8e ]\nLUCENE-7755: Join queries should not reference IndexReaders.",'irrelevant'
"Commit edafcbad14482f3cd2f072fdca0c89600e72885d in lucene-solr's branch refs/heads/master from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=edafcba ]\nLUCENE-7755: Join queries should not reference IndexReaders.",'irrelevant'
"Patch that ensures we won't add any new compiler warnings in several categories (that we're pretty good on already) in the future.",'relevant'
'We can deal with fixing existing rawtypes or a few other classes of warning in the future.','relevant'
'David Smiley - you seemed interested in this conversation last time it came up.','irrelevant'
'Thanks for filing this issue!','irrelevant'
'Are all the changes in this patch necessary to get the build to pass?','relevant'
'So to clarify... no code (outside what the patch touches) needs adjustments?','relevant'
'Yes, the build passes for me with only the two additional changes in WordDictionary and SimpleServer.','relevant'
'Warnings for -Xlint:-auxiliaryclass -Xlint:-deprecation -Xlint:-rawtypes -Xlint:-serial -Xlint:-unchecked are all disabled.','relevant'
"Each of those causes a lot of errors that I'd like to see eventually followed up on.",'relevant'
'The auxiliary class warnings are the easiest of those, but still enough work that I felt like it should be a separate task.','relevant'
"I also have a sneaking suspicion that this only affects lucene and solr is somehow ignoring it, but couldn't find anything to confirm that.",'relevant'
'Yes on Solr your change is not enabled: https://github.com/apache/lucene-solr/blob/master/solr/common-build.xml#L30\nWe should also review Solr (maybe in a separate issue).','relevant'
'I am not sure if the warning exclusions are really needed, because we no longer have the general -Xlint.','relevant'
"But it's good to have them listed!",'relevant'
'Yea, I like having them listed because it makes it easier to go back and look at them and decide which ones to add.','relevant'
"I don't have access to an IBM jdk to check if that produces different output or not.",'irrelevant'
'Uwe Schindler - do you think this is fine to commit or we should tackle more work in this issue?','irrelevant'
"Hi,\nIBM JDK8+ should also use OpenJDK internally, so I dont't think hit has much different options.",'relevant'
'I can try later, I have one installed.','irrelevant'
'What do we do with Solr?','relevant'
"Keep it as it is (it overrides to do no Xlint warnings at all and don't fail on warning).",'relevant'
'Otherwise I am fine with committing this.','relevant'
'But we should really work on removing unsafe and rawtypes warnings from functions module.','relevant'
'Now those are completely undetected (no warning, no error).','relevant'
'Patch of 2 Jan 2017.','relevant'
'This can be used as proximity subquery whenever SynonymQuery is used now, i.e.','relevant'
'for synonym terms.','relevant'
'I think this improves span scoring somewhat, see the tests and the test output when uncommenting showQueryResults for the test cases with two terms.','relevant'
'Implementation:\nSynonymQuery exposes new methods getField() and SynonymWeight.getSimScorer() for use in SpanSynonymQuery.','relevant'
'Improved use of o.a.l.index.Terms and TermsEnum in SynonymQuery, at most a single TermsEnum will be used.','relevant'
'Aside: how about renaming Terms to FieldTerms?','relevant'
'This takes DisjunctionSpans out of SpanOrQuery.','relevant'
'This adds SynonymSpans as (an almost empty) subclass of DisjunctionSpans, for later further scoring improvement.','relevant'
'PHRASE_TO_SPAN_TERM_POSITIONS_COST is used from SpanTermQuery and made package private there.','relevant'
'Some plans for using this:\nIn LUCENE-7580 to get real synonym scoring behaviour.','relevant'
'In Surround to score truncations.','relevant'
'In the patch of 2 Jan 2017 the term contexts are extracted twice, once in SynonymWeight and once to create the SpanSynonymWeight.','relevant'
"I'll post a fix later.",'irrelevant'
'Patch of 3 Jan 2017.','relevant'
'Compared to yesterday, this adds getTermContexts() in SynonymWeight for use in SpanSynonymQuery.','relevant'
'In SpanSynonymQuery.java here, this is not used:\n\n\nimport org.apache.lucene.search.similarities.Similarity;','relevant'
'GitHub user PaulElschot opened a pull request:\n https://github.com/apache/lucene-solr/pull/165\n LUCENE-7615 of 8 March 2017.','irrelevant'
'Adds support for SpanSynonymQuery in xml queryparser.','irrelevant'
'You can merge this pull request into a Git repository by running:\n    $ git pull https://github.com/PaulElschot/lucene-solr lucene7615-20170308\nAlternatively you can review and apply these changes as the patch at:\n https://github.com/apache/lucene-solr/pull/165.patch\nTo close this pull request, make a commit to your master/trunk branch\nwith (at least) the following in the commit message:\n    This closes #165\n\ncommit 676c13c0c70e3f344ad6fb430eb5868270be83aa\nAuthor: Paul Elschot <paul.j.elschot@gmail.com>\nDate:   2017-03-08T22:10:40Z\n LUCENE-7615 of 8 March 2017.','irrelevant'
'Adds support for SpanSynonymQuery in xml queryparser.','irrelevant'
'GitHub user tballison opened a pull request:\n https://github.com/apache/lucene-solr/pull/75\n LUCENE-7434, first draft\n LUCENE-7434, first draft\nYou can merge this pull request into a Git repository by running:\n    $ git pull https://github.com/tballison/lucene-solr master\nAlternatively you can review and apply these changes as the patch at:\n https://github.com/apache/lucene-solr/pull/75.patch\nTo close this pull request, make a commit to your master/trunk branch\nwith (at least) the following in the commit message:\n    This closes #75\n\ncommit c37f1e0d66f1f28a5c83033d9496cc33c55f265e\nAuthor: tballison <tallison@mitre.org>\nDate:   2016-09-01T19:33:55Z\n LUCENE-7434, first draft','irrelevant'
'But this allow to create Span Disjunction Query, which is considered as a black sheep in Lucene herd.','relevant'
"I don't know why exactly, but have an idea.",'irrelevant'
"Sorry, I've been away from Lucene for too long.",'irrelevant'
'Can you explain a bit more?','irrelevant'
'Thanks Tim Allison for creating this issue.','irrelevant'
'In order to merge threads, I want to clarify that my original question was about limiting the search window as well as the number of matches.','relevant'
'The slop  parameter sets the maximum distance allowed between each of the subspans and I was looking to add another parameter for the maximum window in which multiple the sub spans should appear together - between the beginning of the first, to the beginning/end of the last one.','relevant'
'As it happens I am in slow progress making something for the case minNumberShouldMatch=2, all pairs.','relevant'
'In case there is interest in an early version of that, please let me know.','irrelevant'
'For the maximum window there will be similar restrictions as for LUCENE-7398.','relevant'
'This all pairs thing is useful here anyway, so here it is.','relevant'
'There is a nocommit for an unfinished corner.','irrelevant'
'It splits off DisjunctionSpans from SpanOr and uses that to determine the matching pairs.','relevant'
'Interesting.','relevant'
'Whoa on LUCENE-7398!','irrelevant'
"What's the use case for minNumberShouldMatch=2, all pairs?",'irrelevant'
'Apologies for my daftness...','irrelevant'
"What's the use case for minNumberShouldMatch=2, all pairs?",'irrelevant'
'This might generalize to higher values of minNumberShouldMatch, and replacing the slop by a window is easy.','relevant'
'For higher values of minNumberShouldMatch it would probably be good to reuse the implementation from boolean queries.','relevant'
'Ah, ok.','irrelevant'
'Thank you.','irrelevant'
"Is my proposed approach flawed for the minNumberShouldMatch component of Saar Carmi's request?",'irrelevant'
'Is my proposed approach flawed for the minNumberShouldMatch component ... ?','irrelevant'
'Looking at the code on github here https://github.com/apache/lucene-solr/pull/75/commits/c37f1e0d66f1f28a5c83033d9496cc33c55f265e\nit uses NearSpansOrdered and NearSpansUnOrdered with all subSpans, as usual, see lines 277/278.','irrelevant'
'I think that is too strict when more than the required number of subSpans are actually present in the segment.','relevant'
'The check for presence of subSpans should be at document level, and even then fewer than present might match for the given slop/window.','relevant'
'The (untested) all pairs code above tries to do that, but only for pairs of subSpans.','relevant'
'If I get it right, this is a minor difference.','relevant'
'For my case it should be fine.','relevant'
'Dupe of LUCENE-3369?','irrelevant'
'Y.','irrelevant'
'Thank you.','irrelevant'
'Thanks to Trejkaz for pointing out that LUCENE-7434 is a duplicate of LUCENE-3369.','irrelevant'
'Very cool.','relevant'
"I've been meaning to look into TermAutomatonQueries for a while.",'relevant'
"My two concerns: I'm not sure how this could play nicely with the other SpanQueries, and we'd want to integrate multiterm handling.",'relevant'
'I think so, if we blow up the seed sequence to a a a B B B c c c d d d.','relevant'
'attaching a proof for x a a a and a terrific pic for it','irrelevant'
"The most intriguing question about TermAutomatonQuery is its' efficiency.",'relevant'
'Can it load term positions only for those docs which passed term level minShouldMatch condition?','relevant'
'eg if someone can experiment, it would be great to search with this query on a huge index and then compare it to to the same query intersected with minShouldMatch disjunction with plain term queries.','relevant'
'Will the later speedups TAQ by faster dragging?','relevant'
"The most intriguing question about TermAutomatonQuery is its' efficiency.",'relevant'
"I think there's plenty of work to be done here.",'irrelevant'
'E.g.','irrelevant'
'LUCENE-6824 would at least rewrite TAQ to simpler queries when possible.','relevant'
"Commit 0c1cab71920a540807555501f7198ca402e16740 in lucene-solr's branch refs/heads/branch_6x from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=0c1cab7 ]\nLUCENE-7401: Make sure BKD trees index all dimensions.",'irrelevant'
"Commit ba47f530d1165d4518569422472bc9e4f1c04b26 in lucene-solr's branch refs/heads/master from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=ba47f53 ]\nLUCENE-7401: Make sure BKD trees index all dimensions.",'irrelevant'
'Thanks Mike for having a look.','irrelevant'
'I am looking into it.','irrelevant'
'It does not seem to be related to BS1 this time since the test still fails when I disable BS1.','irrelevant'
'This is a test bug.','irrelevant'
'CheckHits assumes that if there is a single sub explanation, then its value is necessarily the same as the parent explanation.','relevant'
'This fails with dismax when there is a single sub that produces a negative score since in that case it uses 0 as a max score and multiplies the score with the tie breaker factor.','relevant'
'+1\nThank you for digging Adrien Grand!','irrelevant'
"Commit c5defadd70a9f91bc31012b7c31c39f16d883849 in lucene-solr's branch refs/heads/branch_6x from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=c5defad ]\nLUCENE-7352: Fix CheckHits for DisjunctionMax queries that generate negative scores.",'irrelevant'
"Commit 1e4d51f4085664ef073ecac18dd572b0a9a02757 in lucene-solr's branch refs/heads/master from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=1e4d51f ]\nLUCENE-7352: Fix CheckHits for DisjunctionMax queries that generate negative scores.",'irrelevant'
'Bulk close resolved issues after 6.2.0 release.','relevant'
'I have been experimenting with the attached patch, which compresses doc ids based on the number of required bytes to store them (it only specializes 8, 16, 24 and 32 bits per doc id) and also adds delta-compression for blocks whose values are all the same.','relevant'
'The IndexAndSearchOpenStreetMaps reported a slow down of 1.7\\% for the box benchmark (72.3 QPS -> 71.1 QPS) but storage requirements decreased by 9.1\\% (635MB -> 577MB).','relevant'
'The storage requirements improve even more with types that require fewer bytes (LatLonPoint requires 8 bytes per value).','relevant'
'For instance indexing 10M random half floats with the patch requires 28MB vs 43MB on master (-35\\%).','relevant'
'Updated patch.','relevant'
'It now specializes both reading doc ids into an array and feeding a visitor, which seems to help get the performance back to what it is on master, or at least less than 1\\% slower (not easy to distinguish minor slowdowns to noise at this stage).','relevant'
'It has 3 cases:\n\nincreasing doc ids, which is expected to happen for either sorted segments or when all docs in a block have the same value.','relevant'
'In that case, we delta-encode using vints.','relevant'
'doc ids requiring less than 24 bits, which are encoded on 3 bytes.','relevant'
'doc ids requiring less than 32 bits, which are encoded on 4 bytes like on master today.','relevant'
"I think it's ready to go?",'irrelevant'
'I like this better than the last patch, I think the optimization is more general.','relevant'
'I think in the base test class, tesMostEqual() is a mistake?','relevant'
'Hmm I can remove both actually, they do not bring value now that the detection of whether doc ids are sorted is based on the doc ids themselves rather than the fact that there is a single value in a block.','relevant'
"Commit 01de73bc0a1b315bbbe4df046b5c0661cec8de2e in lucene-solr's branch refs/heads/branch_6x from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=01de73b ]\nLUCENE-7351: Doc id compression for points.",'irrelevant'
"Commit d66e9935c39ed859659de46d3d5cfb66f2279bd4 in lucene-solr's branch refs/heads/master from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=d66e993 ]\nLUCENE-7351: Doc id compression for points.",'irrelevant'
'Bulk close resolved issues after 6.2.0 release.','relevant'
'Simple patch:\n\nremoves GeoPointTestUtil from TestGeoPointQuery\nfixes a range corner case in GeoPointPrefixTermsEnum\nadds an explicit test for the corner case','relevant'
'+1','relevant'
"Commit 1bbac6bbd896c110d08656f79fef3ce6d7828d6b in lucene-solr's branch refs/heads/branch_6_1 from Nicholas Knize\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=1bbac6b ]\nLUCENE-7331: Remove GeoPointTestUtil from TestGeoPointQuery.",'irrelevant'
"Commit f767855da30e8d8b070b7566cb6eebb29af63334 in lucene-solr's branch refs/heads/master from Nicholas Knize\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=f767855 ]\nLUCENE-7331: Remove GeoPointTestUtil from TestGeoPointQuery.",'irrelevant'
'Nicholas Knize Did you forget to cherry-pick to branch_6x?','irrelevant'
"Commit 7448abb3bca7b8204e56a52fc115f7a2d813884d in lucene-solr's branch refs/heads/branch_6x from Nicholas Knize\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=7448abb ]\nLUCENE-7331: Remove GeoPointTestUtil from TestGeoPointQuery.",'irrelevant'
'David Smiley Pinging you in case you want to have a chance to look into it before we release 6.1.','irrelevant'
'FYI the seed still reproduces for me on master.','irrelevant'
"No I didn't; I already caught that and will commit that unchanged.",'irrelevant'
"Commit b33d7176aa3624df2de1708b17919f20d034872f in lucene-solr's branch refs/heads/master from David Smiley\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=b33d717 ]\nLUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes",'irrelevant'
"Commit 7520d79e040c16c5ab666f1ad28c8665fb0ceb40 in lucene-solr's branch refs/heads/branch_6x from David Smiley\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=7520d79 ]\nLUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes\n(cherry picked from commit b33d717)",'irrelevant'
"Commit 6372c0b4042ec2c8d94e50e5c2b9c1df469414e2 in lucene-solr's branch refs/heads/branch_6_1 from David Smiley\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=6372c0b ]\nLUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes\n(cherry picked from commit 7520d79)",'irrelevant'
'Reopening to backport to 6.0.2, 5.6 and 5.5.2','relevant'
"Commit 5c546537d7b8130c05263832baff4946260f6a31 in lucene-solr's branch refs/heads/branch_5_5 from David Smiley\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=5c54653 ]\nLUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes\n(cherry picked from commit 7520d79)",'irrelevant'
"Commit 1d7ad90947699e103de39fded5b78f76a30e449b in lucene-solr's branch refs/heads/branch_5_5 from Steve Rowe\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=1d7ad90 ]\nLUCENE-7291: Add 5.5.2 CHANGES entry",'irrelevant'
"Commit f6b0fb95dea43f9f508b613cf32f489aaa263c4e in lucene-solr's branch refs/heads/branch_5x from David Smiley\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=f6b0fb9 ]\nLUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes\n(cherry picked from commit 7520d79)",'irrelevant'
